URL (For Author or Uniform title) or URI,LC #,VIAF URI,LC NAME/TITLE or VIAF AUTHOR NAME,Location,Century/Dates Active,Begin Date/Birth Year,End Date/Death Year,OLD AUTHOR NAME,LS AUTHOR NAME,PHI AUTHOR NAME,OLD AUTHOR NAME ABBREVIATION,LS AUTHOR NAME ABBREVIATION,A&G AUTHOR NAME ABBREVIATION,WORK TITLE,DATE OF WORK,OLD ABBREVIATED TITLE,LS ABBREVIATED TITLE,A&G ABBREVIATED TITLE,OLD/PHI STANDARD EDITION,WE OWN?,TLL Standard Edition,WE OWN?,LS STANDARD EDITION,WE OWN?,PHI#,STOA#,PERSEUS HAS THIS WORK,Other identifier,Related Work ID,NOTE,URL
https://viaf.org/viaf/24146332838818730292/,n84-208759,24146332838818730292,Appendix Vergiliana. Lydia.,,,,,none,none,Appendix Vergiliana,Lydia,none,none,Lydia,,Lydia 80 ,none,none,Ellis OCT 1907 / OCT 1966,yes-later edition,Ribbeck 1895,no-need to obtain,none,n.a.,692.2,stoa0297-stoa011,yes,,,,
https://viaf.org/viaf/209921270/,n82-031613,209921270,"Macarius, Aegyptius, ca300-ca390",Egypt,400 CE,300 CE,390 CE,none,none,one,none,none,none,Apophthegmata,,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0184-stoa001,no,,,"Only STOA ID for this one work. This ""author"" is also known by many other names such as Pseudo-Macarius (TLG), Symeon Mesopotamius,‏ etc.
",
https://viaf.org/viaf/209921270/,n82-031613,209921270,"Macarius, Aegyptius, ca300-ca390",Egypt,400 CE,300 CE,390 CE,none,none,one,none,none,none,De Charitate,,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0184-stoa002,no,,,,
https://viaf.org/viaf/209921270/,n82-031613,209921270,"Macarius, Aegyptius, ca300-ca390",Egypt,400 CE,300 CE,390 CE,none,none,one,none,none,none,De Custodia Cordis,,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0184-stoa003,no,,,,
https://viaf.org/viaf/209921270/,n82-031613,209921270,"Macarius, Aegyptius, ca300-ca390",Egypt,400 CE,300 CE,390 CE,none,none,one,none,none,none,De Elevatione Mentis,,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0184-stoa004,no,,,,
https://viaf.org/viaf/209921270/,n82-031613,209921270,"Macarius, Aegyptius, ca300-ca390",Egypt,400 CE,300 CE,390 CE,none,none,one,none,none,none,De Libertate Mentis,,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0184-stoa005,no,,,,
https://viaf.org/viaf/209921270/,n82-031613,209921270,"Macarius, Aegyptius, ca300-ca390",Egypt,400 CE,300 CE,390 CE,none,none,one,none,none,none,De Oratione,,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0184-stoa006,no,,,,
https://viaf.org/viaf/209921270/,n82-031613,209921270,"Macarius, Aegyptius, ca300-ca390",Egypt,400 CE,300 CE,390 CE,none,none,one,none,none,none,De Paenitentia et Discretione,,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0184-stoa007,no,,,,
https://viaf.org/viaf/209921270/,n82-031613,209921270,"Macarius, Aegyptius, ca300-ca390",Egypt,400 CE,300 CE,390 CE,none,none,one,none,none,none,De Perfectione in Spiritu,,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0184-stoa008,no,,,,
https://viaf.org/viaf/209921270/,n82-031613,209921270,"Macarius, Aegyptius, ca300-ca390",Egypt,400 CE,300 CE,390 CE,none,none,one,none,none,none,Homiliae,,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0184-stoa009,no,,,,
https://viaf.org/viaf/17144782948662850785,,17144782948662850785,"Macarius, of Alexandria, Saint, active 4th century (Macarius Alexandrinus)
                            ","Alexandria, Egypt",,,,none,none,none,none,none,none,Regula ad monachos,,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0185-stoa001,no,,,,
https://viaf.org/viaf/316410285,n83-69027,316410285,"Macer, Aemilius, d. 16 B.C.","Rome, Italy",200 BCE-100 BCE,,16 BCE,Aemilius Macer ,Aemilius Macer ,Aemilius Macer ,MACER,Aem. Mac.,none,Carmina / de Herbarum Virtutibus,,MACER poet. 17 ,Aem. Mac. Herb.,none,Morel T 1927 (Fragmenta Poetarum Latinorum),no-not in public domain,"FPR, Baehrens (Teubner 1886)",yes,"see Diomedes, Nonius, Priscian",,923.1,none,yes,,,,
https://viaf.org/viaf/57001736,none,57001736,"Macer, Aemilius, Iurisconsultus, 3. Jh. n. Chr.","Rome, Italy",300 CE,,,Aemilius Macer ,none,none,MACER,none,none,Digesta?,,MACER dig. 50. 5. 5 ,none,none,"Mommsen-Krueger Berlin 1922 (Corpus iuris civilis, Vol I (Digesta Iustiniani in OLD))",no-need to obtain (have older version),,,none,n.a.,none,none,yes,,2806.2,,
https://viaf.org/viaf/17112337/,nr95-15551,17112337,"Macer, C. Licinius (Caius Licinius)","Rome, Italy",100 BCE,,66 BCE,C. Licinius Macer ,none,C. Licinius Macer,MACER,none,none,Annales,,MACER hist. 27 ,none,none,"Peter T 1914, 1906 (Historicorum Romanorum, Vol 1-2)",yes,same as OLD,yes,none,n.a.,556.1,none,yes,,,,
https://viaf.org/viaf/17112337/,nr95-15551,17112337,"Macer, C. Licinius (Caius Licinius)","Rome, Italy",100 BCE,,66 BCE,C. Licinius Macer ,none,C. Licinius Macer,MACER,none,none,Oratio,,MACER orat. 4,none,none,Malcovati Turin 1930 (Oratorum Romanorum Fragmenta),no-not in public domain,Meyer 1842,yes,none,n.a.,556.2,none,no,,,,
https://viaf.org/viaf/39387062/,n50-43606,39387062,"Macrobius, Ambrosius Aurelius Theodosius.","Rome, Italy",400 CE-500 CE,385 CE,430 CE,Ambrosius Theodosius Macrobius ,Aurelius Theodosius Macrobius ,none,MACR.,Macr.,none,Saturnalia,,Macr. 7. 16. 34 ,Macr. S. / Macr. Sat.,none,Eyssenhardt T 1893 ,yes,Eyssenhardt 1868,yes,Eyssen.; Jan.; Bip. (or Bipontina-1788),yes and no (Jan),none,stoa0186-stoa001,yes,,,,
https://viaf.org/viaf/39387062/,n50-43606,39387062,"Macrobius, Ambrosius Aurelius Theodosius.","Rome, Italy",400 CE-500 CE,385 CE,430 CE,Ambrosius Theodosius Macrobius ,Aurelius Theodosius Macrobius ,none,MACR.,Macr.,none,Somnium Scipionis,,none,Macr. Somn. Scip.,none,none,n.a.,Eyssenhardt 1868,yes,Eyssen.; Jan,yes and no (Jan),none,stoa0186-stoa002,yes,,,,
https://viaf.org/viaf/39387062/,n50-43606,39387062,"Macrobius, Ambrosius Aurelius Theodosius.","Rome, Italy",400 CE-500 CE,385 CE,430 CE,Ambrosius Theodosius Macrobius ,Aurelius Theodosius Macrobius ,none,MACR.,Macr.,none,De Differentiis et Societatibus,,none,Macr. D. Diff,none,none,n.a.,Keil (Grammatici Latini),yes,"Eyssen., Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes-we are having scanned,none,stoa0186-stoa003,no,,,Found this abbreviation in our online version of LS,
https://viaf.org/viaf/69053873,,69053873,"Macropedius, Georgius, 1487-1558",,1500 CE-1600 CE,1487 CE,1558 CE,none,none,none,none,none,none,Aluta,,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0187-stoa001,no,,,On original stoa list-3 other works,
https://viaf.org/viaf/36906810/,n94-110034,36906810,"Maecenas, Gaius Cilnius, ca. 70 B.C.-8 B.C.","Rome, Italy",100 BCE,70 BCE,8 BCE,C. Maecenas ,none,C. Maecenas ,MAEC.,none,none,Carmina,,MAEC. poet. 9 ,none,none,Morel T 1927 (Fragmenta Poetarum Latinorum),no-not in public domain,"FPR, Baehrens (Teubner 1886)",yes,none,n.a.,558.1,none,yes,,,,
https://viaf.org/viaf/61905645/,nr95-37316,61905645,"Maecianus, L. Volusius (Lucius Volusius), 2nd cent.","Rome, Italy/Alexandria, Egypt",200 CE,110 CE,175 CE,L. Volusius Maecianus ,none,L. Volusius Maecianus ,MAECIAN.,none,none,Digesta?,,MAECIAN. dig. 49. 17. 18 ,none,none,"Mommsen-Krueger Berlin 1922 (Corpus iuris civilis, Vol I (Digesta Iustiniani in OLD))",no-need to obtain (have older version),,,none,n.a.,none,none,yes,,2806.2,,
https://viaf.org/viaf/61905645/,nr95-37316,61905645,"Maecianus, L. Volusius (Lucius Volusius), 2nd cent.","Rome, Italy/Alexandria, Egypt",200 CE,110 CE,175 CE,L. Volusius Maecianus ,none,L. Volusius Maecianus ,MAECIAN.,none,none,Iurisprudentia (Assis Distributio?),,MAECIAN. iur. 81,none,none,Seckel-Kuebler T 1908  (Iurisprudentia Anteiustiniana),no-need to obtain,Hultsch 1866,yes,none,n.a.,1285.1,none,yes,,,,
https://viaf.org/viaf/250876211/,none,250876211,Maeonius Astyanax,,300 CE,,,none,none,none,none,none,none,Fragmenta,,none,none,n.a.,HRR,n.a.,none,n.a.,none,n.a.,none,stoa0187c-stoa001,yes,,,,
https://viaf.org/viaf/37257036,none,37257036,Magnetes,,,,,none,none,none,none,none,none,Apologia Evangeliorum Adversus Theostenem Ethnicum (fragmentum),,none,none,none,none,n.a.,Migne 5,n.a.,none,n.a.,none,stoa0187d-stoa001,yes,,,,
https://viaf.org/viaf/305239870/,no2004-90858,305239870,"Mallius Theodorus, Flavius, fl. 377-409","Rome, Italy",400 CE-500 CE,377 CE,409 CE,none,none(not in list),none,none,Mall. Theod.,none,De Metris,,none,Mall. Theod.  Metr.,none,none,n.a.,Keil (Grammatici Latini),yes,"Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes-Google has scanned,none,stoa0187a-stoa001,yes,,,,
https://viaf.org/viaf/236624138/,n87-923939,236624138,"Mamertinus Claudius, 4th cent.","Rome, Italy/Istanbul, Turkey",400 CE,,,none,Claud. Mamertinus,none,none,Mamert.,none,Mamertini pro Consulatu Gratiarum Actio Juliano Augusto,362 CE,none,Mamert. Grat. Act. / Mamert. in Jul.,none,none,n.a.,same as LS,yes,XII panegyrici Latini (1874)--Baehrens,yes-Google has scanned,none,stoa0187b-stoa001,yes,,,,
https://viaf.org/viaf/236624138/,n87-923939,236624138,"Mamertinus Claudius, 4th cent.","Rome, Italy/Istanbul, Turkey",400 CE,,,none,Claud. Mamertinus,none,none,Mamert.,none,Panegyricus Genethliacus Maximiano Augusto Dictus,,none,Mamert. Pan. Genethl. / Mamert. Genethl.,none,none,n.a.,same as LS,yes,XII panegyrici Latini (1874)--Baehrens,yes-Google has scanned,none,stoa0187b-stoa002,yes,,,Attributed author in this case,
https://viaf.org/viaf/236624138/,n87-923939,236624138,"Mamertinus Claudius, 4th cent.","Rome, Italy/Istanbul, Turkey",400 CE,,,none,Claud. Mamertinus,none,none,Mamert.,none,Panegyricus Maximiano Augusto Dictus,,none,Mamert. Pan. Max. / Mamert. Pan. ad Maxim.,none,none,n.a.,same as LS,yes,XII panegyrici Latini (1874)--Baehrens,yes-Google has scanned,none,stoa0187b-stoa003,yes,,,Attributed author in this case,
https://viaf.org/viaf/26954833/,nr95-26777,26954833,"Helvius Mancia, fl. 97-87 B.C.","Rome, Italy",100 BCE,,,Heluius Mancia ,none,Helvius Mancia,MANC.,none,none,Oratio,97 BCE-87 BCE,MANC. orat. 1 ,none,none,Malcovati Turin 1930 (Oratorum Romanorum Fragmenta),no-not in public domain,Meyer 1842,yes,none,n.a.,560.1,none,no,,,,
https://viaf.org/viaf/2858115/,none,2858115,"Manilius, Lucius, um 97 v. Chr.","Rome, Italy",100 BCE,,,Manilius ,none,Manilius,MAN.,none,none,Carmina,,MAN. poet. 3. 2 ,none,none,Morel T 1927 (Fragmenta Poetarum Latinorum),no-not in public domain,"FPR, Baehrens (Teubner 1886)",yes,none,n.a.,562.1,none,yes,,,,
https://viaf.org/viaf/9737849/,nr95-33837,9737849,"Manilius, M', (Manius), 2nd cent. B.C.","Rome, Italy",200 BCE,169 BCE,133 BCE,M'. Manilius ,none,M'. Manilius ,MAN.,none,none,Iurisprudentia,169 BCE-133 BCE,MAN. iur. 11,none,none,Seckel-Kuebler T 1908  (Iurisprudentia Anteiustiniana),no-need to obtain,,,none,n.a.,564.1,none,yes,,,,
https://viaf.org/viaf/22137113/,n79-55083,22137113,"Manilius, Marcus",,100 CE,,,M. Manilius,M. Manilius,M. Manilius,MAN.,Manil.,none,Astronomica   ,,MAN. 5. 745,Manil. Astron.,none,Housman Camb. 1932  / Goold 1985,no-not in public domain,Becher 1891,yes,Bentl.  Jacob (1846),no-need to obtain,926.1,stoa0188-stoa001,yes,,,,
https://viaf.org/viaf/54163144,n82-125110,54163144,"Map, Walter, fl. 1200",Wales,1200 CE-1300 CE,1140 CE,1209 CE,none,none,none,none,none,none,De Nugis Curialium,,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0188a-stoa001,yes,,,,
https://viaf.org/viaf/54163144,n82-125110,54163144,"Map, Walter, fl. 1200",Wales,1200 CE-1300 CE,1140 CE,1209 CE,none,none,none,none,none,none,Poems (Attributed),,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0188a-stoa002,yes,,,,
https://viaf.org/viaf/71786207,none,71786207,Mapinius Remensis -551,"Reims, France",600 CE,,, none,Mappinius Rhemensis Episcopus,none,none,none,none,Epistolae,,none,none,none,none,none,Migne 68,n.a.,none,n.a.,none,stoa0188b-stoa001,yes,,,,
https://viaf.org/viaf/241082057/,,241082057,"Marbode, Bishop of Rennes, 1035?-1123",,1100 CE-1200 CE,1035 CE,1123 CE,none,Marbodus Redonensis,none,none,none,none,De ornamentis verborum,,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0189-stoa001,no,,,,
"https://viaf.org/viaf/38904371
                  
               
               
                  
                     
                     ",nb2007-022765,38904371,"Marcellinus, Pope, - 304","Rome, Italy",300 CE-400 CE,,304 CE,none,none,none,none,one,none,Epistola ad Orientales Episcopos,296 CE-304 CE,none,none,none,none,n.a.,Migne 7,yes,none,n.a.,none,stoa0189a-stoa001,yes,,,,
"https://viaf.org/viaf/38904371
                  
               
               
                  
                     
                     ",nb2007-022765,38904371,"Marcellinus, Pope, - 304","Rome, Italy",300 CE-400 CE,,304 CE,none,none,none,none,one,none,Epistola ad Salomonem Episcopum,296 CE-304 CE,none,none,none,none,n.a.,Migne 7,yes,none,n.a.,none,stoa0189a-stoa002,yes,,,,
"https://viaf.org/viaf/38904371
                  
               
               
                  
                     
                     ",nb2007-022765,38904371,"Marcellinus, Pope, - 304","Rome, Italy",300 CE-400 CE,,304 CE,none,none,none,none,one,none,Epistolae,296 CE-304 CE,none,none,none,none,n.a.,Migne 7,yes,none,n.a.,none,stoa0189a-stoa003,yes,,,,
https://viaf.org/viaf/293763956/,no95-028556,293763956,"Marcellinus, comes, fl. 500-534","Istanbul, Turkey",600 CE,500 CE,534 CE,none,none,none,none,none,none,Chronicon,,none,none,none,none,n.a.,Mommsen (Mon. Germ. Ant. Xi),yes,none,n.a.,none,stoa0190-stoa001,no,,,,
https://viaf.org/viaf/196567001/,n83-218012,196567001,"Marcellus, Empiricus","Bordeaux, France",400 CE-500 CE,,,none,Marcellus Empiricus,none,none,Marc. Emp.,none,De medicamentis liber,,none,none,none,none,n.a.,Helmreich 1889,yes,Stephanus 1567,no-need to obtain,none,stoa0190a-stoa001,yes,,,We have scanned a Teubner edition,
https://viaf.org/viaf/8828950/,n85-216488?,8828950,"Marcellus, Marcus Claudius, d. 45 B.C.","Rome, Italy",100 BCE,,45 BCE,M. Claudius Marcellus ,none,none,MARC.,none,none,Epistulae,,MARC. Fam. 4. 11. 2 ,none,none,Purser OCT 1901,yes,,,none,n.a.,none,none,yes,,474.56,,
https://viaf.org/viaf/54952282,no2014-49595,54952282,"Marcellus, Ulpius, 2. Jh.",,200 CE,,,Vlpius Marcellus ,none,none,MARCEL.,none,none,Digesta?,135 CE,MARCEL. dig. 50. 17. 192 ,none,none,"Mommsen-Krueger Berlin 1922 (Corpus iuris civilis, Vol I (Digesta Iustiniani in OLD))",no-need to obtain (have older version),,,none,n.a.,none,none,yes,,2806.2,,
https://viaf.org/viaf/39766935/,nr95-22106,39766935,"Marcius, Cn., vates","Rome, Italy",300 BCE,,,Cn. Marcius ,none,Cn. Marcius vates,MARCIUS,none,none,Praecepta,,MARCIUS poet. 3 ,none,none,Morel T 1927 (Fragmenta Poetarum Latinorum),no-not in public domain,"FPR, Baehrens (Teubner 1886)",yes,none,n.a.,103.1,stoa0191-stoa001,yes,,,,
https://viaf.org/viaf/74244737,none,74244737,Marcus Casinensis ca. um 612,,700 CE,,,Marcus Casinensis,none,none,none,none,none,Carmen De Sancto Benedicto,,none,none,none,none,n.a.,Migne 80,yes,none,n.a.,none,stoa0190b-stoa001,yes,,,,
https://viaf.org/viaf/54039077/,nr95-20970,54039077,Marianus,Unknown,Unknown,,,Marianus ,none,Marianus ,MARIAN.,none,none,Lupercalia,,MARIAN. poet. 5 ,none,none,Morel T 1927 (Fragmenta Poetarum Latinorum),no-not in public domain,"FPR, Baehrens (Teubner 1886)",yes,none,n.a.,1291.1,none,yes,,,,
https://viaf.org/viaf/284949402/,284949402,284949402,Marius Aventicensis 532-594,,600 CE,532 CE,594 CE,none,none,none,none,none,none,Chronicum,,none,none,none,none,none,Migne 72,yes,none,n.a.,none,stoa0191c-stoa001,yes,,,,
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Collectio Prima Excerptorum ex Libro Nestorii. Marii Translationes,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa001,yes,,,"There are other works, but largely seem to be translations",
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Collectio Quarta. Excerptorum ex Libro Nestorii. Marii Translationes,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa002,no,,,,
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Collectio Secunda. Excerptorum ex Libro Nestorii. Marii Translationes,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa003,yes,,,,
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Collectio Tertia. Excerptorum ex Libro Nestorii. Marii Translationes,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa004,yes,,,,
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Commonitorium de Coelestino imperatori oblatum,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa005,yes,,,,
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Contra Haeresim Nestorianam Impii Nestorianii Sermones,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa006,yes,,,,
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Contra Haeresim Nestorianam Nestorii Blasphemiarum Capitula XII,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa007,yes,,,,
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Cyrilli Apologeticus Adversus Theodoretum,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa008,yes,,,,
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Cyrilli Apologeticus Pro XII Capitibus Adversus Orientales Episcopos,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa009,yes,,,,
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Cyrilli Scholia De Incarnatione Unigeniti,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa010,yes,,,,
https://viaf.org/viaf/5736378,,5736378,"Anastasius I, Pope, -401
                           ",,,,,none,none,none,none,none,none,Epistola Anastasii Romanae Urbis Episcopi Ad Joannem Hierosolymorum Episcopum,,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0024c-stoa002?,yes,,,,
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Eutherius Thyanensis,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa012,yes,,,,
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Fides Rufini,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa013,yes,,,,
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Liber subnotationum in verba Juliani,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa014,yes,,,,
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Nestorii Epistolae Tres,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa015,yes,,,,
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Nestorii Tractatus Contra Haeresim Pelagii Seu Coelestii,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa016,yes,,,,
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Symbolum Theodori Mopsuesteni Et Ejus Refutatio,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa017,yes,,,,
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Theodoretus Cyrensis,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa018,yes,,,,
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Theodoretus Mopsuestenus,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa019,yes,,,,
https://viaf.org/viaf/808398/,n2002-67739,808398,"Marius Mercator, active 418-449","Rome, Italy/Istanbul, Turkey",400 CE-500 CE,390 CE,450 CE,none,none,none,none,none,none,Theodori Mopsuesteni Excerpta,418 CE-450 CE,none,none,none,none,n.a.,Baluzius 1684 (Migne 48),yes,none,n.a.,none,stoa0191a-stoa020,yes,,,,
https://viaf.org/viaf/63537794,none,63537794,"Mark, Pope, -336,  (SS Marcus)","Rome, Italy ",400 CE,,,none,none,none,none,none,none,Scripta Dubiae Auctoritatis,,none,none,none,none,n.a.,Migne 8,yes,none,n.a.,none,stoa0191b-stoa001,yes,,,,
https://viaf.org/viaf/63537794,none,63537794,"Mark, Pope, -336,  (SS Marcus)","Rome, Italy ",400 CE,,,none,none,none,none,none,none,Vita Operaque [Ex Labbaeo],,none,none,none,none,none,Migne 8,yes,none,n.a.,none,stoa0191b-stoa002,yes,,,,
https://viaf.org/viaf/8099277/,n82-13667,8099277,Martial,"Spain/Rome, Italy",100 CE-200 CE,38 CE-41 CE,102 CE-104 CE,M. Valerius Martialis ,M. Valerius Martialis ,M. Valerius Martialis ,MART.,Mart.,Mart.,Epigrammata / Epigrams (Book 1-12),86 CE-102 CE,MART. 14. 223. 2 ,none,Mart. Ep.,Lindsay OCT 1929,no-not in public domain,Gilbert 1886,,Schneid.,yes-we are having scanned,1294.2,stoa0192-stoa002,yes,,,,
https://viaf.org/viaf/8099277/,n82-13667,8099277,Martial,"Spain/Rome, Italy",100 CE-200 CE,38 CE-41 CE,102 CE-104 CE,M. Valerius Martialis ,M. Valerius Martialis ,M. Valerius Martialis ,MART.,Mart.,Mart.,Spectacula / Liber de Spectaculis,80 CE,MART. Sp. 33. 2 ,Mart. Spect.,none,Lindsay OCT 1929,no-not in public domain,Gilbert 1886,,none,none,1294.1,stoa0192-stoa003,yes,,,,
https://viaf.org/viaf/8099277/,n82-13667,8099277,Martial,"Spain/Rome, Italy",100 CE-200 CE,38 CE-41 CE,102 CE-104 CE,M. Valerius Martialis ,M. Valerius Martialis ,M. Valerius Martialis ,MART.,Mart.,Mart.,Apophoreta (Epigrammata Book XIV),83 CE-85 CE,none,none,none,none,n.a.,Gilbert 1886,,none,none,none,stoa0192-stoa001,yes,,,,
https://viaf.org/viaf/8099277/,n82-13667,8099277,Martial,"Spain/Rome, Italy",100 CE-200 CE,38 CE-41 CE,102 CE-104 CE,M. Valerius Martialis ,M. Valerius Martialis ,M. Valerius Martialis ,MART.,Mart.,Mart.,Xenia (Epigrammata Book XIII),83 CE-85 CE,none,none,none,none,n.a.,Gilbert 1886,,none,none,none,stoa0192-stoa004,yes,,,,
https://viaf.org/viaf/95152094/,n80-83555,95152094,Martianus Capella,North Africa,500 CE,,,none,Martianus Minneus Felix Capella,none,none,Mart. Cap.,none,De Nuptiis Philologiae Et Mercurii,,none,none,none,none,n.a.,Eyssenhardt 1866,yes,"Eyssen., Grot., Kopp or Kapp",no-need to obtain,none,stoa0192a-stoa001,yes,,,Created a STOA identifier for this author,
https://viaf.org/viaf/67710985/,n5006-8409,67710985,"Martin, of Braga, Saint, approximately 515-579 or 580 )","Braga, Portugal",600 CE,515 CE,579 CE/580 CE,none,none,none,none,none,none,Capitula ex orientalium Patrum synodis,,none,none,none,none,none,none,n.a.,none,n.a.,none,stoa0193-stoa001,no,,,Martinus Bracarensis/Martinus Dumiensis Episcopus Bracarensis,
